name,price,stars,rating_count,feature_bullets,images,variant_data
"Apple iPad with WiFi, 128GB, Silver (2017 Model) (Renewed)",$,4.5 out of 5 stars,"2,553 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.","[{'hiRes': 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51WpU5y5MPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51WpU5y5MPL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/6177AqDXPeL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/418xuQC8piL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/418xuQC8piL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61RIRBDWb5L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31fZO0KspNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31fZO0KspNL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61HpO2N+mtL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT90', 'lowRes': None, 'shoppableScene': None}]","{""B07C3KHQD9"":[""Space Gray"",""128 GB""],""B078J5K6MD"":[""Grey"",""32 GB""],""B079SJXFHR"":[""Gold"",""32 GB""],""B07DP3WJBM"":[""Gold"",""128 GB""],""B078J5RGN4"":[""Silver"",""32 GB""],""B07FFC8MJ5"":[""White"",""128 GB""],""B07CJWXRP1"":[""Black"",""128 GB""]}"
"Kids Tablet, 10 inch Tablet for Kids Android 12 Tablet 2GB 64GB Toddler Tablet APP Preinstalled & Parent Control Kids Education Children Tablet with WiFi, 8000mAh batery, Dual Camera, Netflix, YouTube",$,3.5 out of 5 stars,451 global ratings,"【Android 12.0 / 2GB + 64GB】This kids tablet is the latest Android 12 system, 2GB RAM and 64GB storage, running stably. This android tablet 10 inch has passed the GMS certification, You can also download apps like Youtube, Netflix, Disney+, ABCmouse etc, from Google Play. Appropriate Age Grade Over 3 years old kids,【Parental Control Mode】Android 12 tablet is specially designed for kids with the iWawa Kids app for music, drawing, learning, stories, calculations, games and more. Parents can set separate profiles for each kid, add or block apps, set screen time limits, and lock their kids tablets,【HD 10"" large screen】Large 10 inch tablet, 1280*800 IPS FHD touchscreen, high contrast ratio, wide viewing angle, bright display and vivid colors. To provide children with a perfect visual experience,【Large Battery Capacity】The 8000mAh battery and low-power CPU enhance your experience and allows you to enjoy up to 8 hours of reading, watching shows, surfing the web. tablet for kids suitable for long-distance flights or road trips. Wonderful companion to your kids for playing and learning,【5-year Warranty】Whether it is Christmas or birthday gift, Kids tablet is the gift for children, And kids tablet offers a 5-year warranty and Lifetime customer service, we will provide you with a satisfactory solution within 24h. Package includes: 1 x Tablet PC, 1 x Protective Silicon","[{'hiRes': 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51iplhCFwVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51iplhCFwVL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/716OJnBkOGL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51Sd24w4JRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Sd24w4JRL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71EowiFGJjL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/515RX4p34yL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/515RX4p34yL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71N2Inn0JZL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51utpMTUv3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51utpMTUv3L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71pVER0pycL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51t29aPZapL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t29aPZapL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71BQVKb3uvL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51jO6JqRpeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jO6JqRpeL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/716UpZhuBgL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51SrRL0QaeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SrRL0QaeL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71NcmFTB4+L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}]","{""B0BCPSK46C"":[""Brown""],""B0BCPM7NYC"":[""Pink""],""B0BCPMTDR3"":[""Rose Gold""],""B0BCPLWSML"":[""Blue""],""B0BCPM8S8D"":[""Purple""],""B0BCPLJN2J"":[""Green""]}"
"CHUWI HiPad X Tablet,4G LTE Unlocked Phablet,10.1 inch T618 Octa Core 6GB 128GB Android 11.0 Phone Call Tablets Dual Band WiFi Bluetooth 5.0, IPS 2K screenwith Keyboard",$,3.7 out of 5 stars,21 global ratings,"✔ 10.1 Inch 2K Vividness Display——The 10.1 inches 1920*1200 resolution IPS OGS screen delivers vivid vision and wider visual experience.Metal Uni-body and 2.5D curved glass make it more exquisite and premium.,✔ Play Faster, Work Better——A detachable docking keyboard turn your tablet into a PC. The equipped Android Office Software also let you can work.1024 pressure levels HiPen H3 make you feel more responsive and natural on 2K screen.,✔ M618 Octa Core Processor——The M618 is clocked at 2.4GHz with the 2*A75 cores, along with the powerful Mali G52 3EE GPU. It is one of the most fast and efficiently advanced android SoC.,✔ 4G LTE Phone Call——HiPad X supports 4G LTE with dual SIM, which connects you to cellular data networks everywhere, always free to catch up on your favorite show during your commute or trip.,✔ Double Acoustic Chamber Bring Stereoscopic Sound——The double acoustic chamber design of HiPad X makes the sound louder and stereoscopic,bringing you unparalleled experience whether watching videoes or listening to music.","[{'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX355_.jpg': [245, 355], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX450_.jpg': [311, 450], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX425_.jpg': [294, 425], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX466_.jpg': [322, 466], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX522_.jpg': [361, 522], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX569_.jpg': [393, 569], 'https://m.media-amazon.com/images/I/61tqDIBTTEL._AC_SX679_.jpg': [469, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51sBEnUjc8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sBEnUjc8L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71EGdc3SkeL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51dYN5dlr5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51dYN5dlr5L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61Nsp8uUplL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41JyNJpEnhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41JyNJpEnhL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/51l63noPXRL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX355_.jpg': [317, 355], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX450_.jpg': [402, 450], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX425_.jpg': [379, 425], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX466_.jpg': [416, 466], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX522_.jpg': [466, 522], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX569_.jpg': [508, 569], 'https://m.media-amazon.com/images/I/61sA1HbPdbL._AC_SX679_.jpg': [606, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51goj2SVjVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51goj2SVjVL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61ZYELIRSTL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41h8bA0pA7L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41h8bA0pA7L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/51-hkdAQCRL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51I-x9QeuYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51I-x9QeuYL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61V7OxtgJsL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT07', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41nJjFvMssL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nJjFvMssL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61ZORElGfwL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT08', 'lowRes': None, 'shoppableScene': None}]",
